country,country_iso2,document_type,title,year,document_url,source_filename,path_pdf,path_md,sha256,md5,size_bytes,page_count,ocr_reader
Austria,AT,Law,Basic Act on the Maintenance of Compulsory Schools - 1963,1963,https://media.unesco.org/sites/default/files/webform/r2e002/456bfb4f6f84913621cf9dde15c2bc127866f1a7.pdf,456bfb4f6f84913621cf9dde15c2bc127866f1a7.pdf,documents/austria/r2e002/456bfb4f6f84913621cf9dde15c2bc127866f1a7/document.pdf,documents/austria/r2e002/456bfb4f6f84913621cf9dde15c2bc127866f1a7/document.md,2e5e90c7b23f28572b73644fe84d9f3fe1e1149d0e78894d22a7cae775ae5aef,2d5a600caf1fade282b60752bbae819c,162951,8,docling+structure-repair
Austria,AT,Law,Education Documentation Act - 2002,2002,https://media.unesco.org/sites/default/files/webform/r2e002/4e74bf2dfddceb9ff5f2a675383f6b96974350cf.pdf,4e74bf2dfddceb9ff5f2a675383f6b96974350cf.pdf,documents/austria/r2e002/4e74bf2dfddceb9ff5f2a675383f6b96974350cf/document.pdf,documents/austria/r2e002/4e74bf2dfddceb9ff5f2a675383f6b96974350cf/document.md,850575702eb74ff41f282fc46a6c2da15d4e77d5b1d65bfa1be047fbd2c43d12,53832b9c340c86b3e4339d4ca2c47dd9,322018,17,docling+structure-repair
Austria,AT,Law,Act on Vocational Training for Agriculture and Forestry - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/5cb17a4e0f9821512aff47695942827caefdceab.pdf,5cb17a4e0f9821512aff47695942827caefdceab.pdf,documents/austria/r2e002/5cb17a4e0f9821512aff47695942827caefdceab/document.pdf,documents/austria/r2e002/5cb17a4e0f9821512aff47695942827caefdceab/document.md,a42341e474e9f7a5baba05e4fe479f76e64ef8ab7e7804472ab05ce83acd9383,33a0e9e15ee52efd228f86801bddce62,208526,14,docling+structure-repair
Austria,AT,Law,Schooling Allowance Act - 1983,1983,https://media.unesco.org/sites/default/files/webform/r2e002/65daabaea177909524f8dabf88f0dfabde5c57a2.pdf,65daabaea177909524f8dabf88f0dfabde5c57a2.pdf,documents/austria/r2e002/65daabaea177909524f8dabf88f0dfabde5c57a2/document.pdf,documents/austria/r2e002/65daabaea177909524f8dabf88f0dfabde5c57a2/document.md,af29e107bfbb51338aea963b0a8b940dcbd1afc42554ddba1389b18b28108ef8,ba66b751c782451f03367baf13a53157,217083,14,docling+structure-repair
Austria,AT,Law,Compulsory Schooling Act - 1985,1985,https://media.unesco.org/sites/default/files/webform/r2e002/76d56f8cde21db8e80ac2d57a947e99fb06e177f.pdf,76d56f8cde21db8e80ac2d57a947e99fb06e177f.pdf,documents/austria/r2e002/76d56f8cde21db8e80ac2d57a947e99fb06e177f/document.pdf,documents/austria/r2e002/76d56f8cde21db8e80ac2d57a947e99fb06e177f/document.md,4f5e202de2ae75d41316911946a43079ef252bf1b743f92aa5101e6d7cb17e82,e52eda677ae250cdcfb57ccc87821e53,213779,13,docling+structure-repair
Austria,AT,Law,Federal Act on Schools for the Initial Training of Physical Education Teachers and Sports Instructors - 1996,1996,https://media.unesco.org/sites/default/files/webform/r2e002/7c637eda0fb5dbc92d56a3ec1f1a3945b0b2aab4.pdf,7c637eda0fb5dbc92d56a3ec1f1a3945b0b2aab4.pdf,documents/austria/r2e002/7c637eda0fb5dbc92d56a3ec1f1a3945b0b2aab4/document.pdf,documents/austria/r2e002/7c637eda0fb5dbc92d56a3ec1f1a3945b0b2aab4/document.md,aa1ad5edba76e21e9b83df0d3a00b4b1909eae46d4d9ce1eb0aa2ea724482f8c,d763bd447e3efad07d9eb1b4b2f6b009,146337,5,docling+structure-repair
Austria,AT,Law,Vocational Training Act - 1969,1969,https://media.unesco.org/sites/default/files/webform/r2e002/90d78304bfa5761b01a4a3738f7ebfa38ed07bef.pdf,90d78304bfa5761b01a4a3738f7ebfa38ed07bef.pdf,documents/austria/r2e002/90d78304bfa5761b01a4a3738f7ebfa38ed07bef/document.pdf,documents/austria/r2e002/90d78304bfa5761b01a4a3738f7ebfa38ed07bef/document.md,4aaacad187a629bbb94bc02656ed321b77691d20065e942a329659b46692c422,b844ba0cc393db3d3c95a66c46236210,583083,53,docling+structure-repair
Austria,AT,Law,Private Schools Act - 1972,1972,https://media.unesco.org/sites/default/files/webform/r2e002/9ad05917c1524ef635e9a6d411daa9eec20524b5.pdf,9ad05917c1524ef635e9a6d411daa9eec20524b5.pdf,documents/austria/r2e002/9ad05917c1524ef635e9a6d411daa9eec20524b5/document.pdf,documents/austria/r2e002/9ad05917c1524ef635e9a6d411daa9eec20524b5/document.md,d8fcb676327cdf5bc3adc918ed6c92cbe786f67be09c15688be972f8b4faf3df,83d8c028f96da38614f4bbb28c0940a3,174619,9,docling+structure-repair
Austria,AT,Law,Federal Law on “Berufsreifeprüfung” examinations - 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/9b20fe72950bc80f66e721751d88f5820a2f72d2.pdf,9b20fe72950bc80f66e721751d88f5820a2f72d2.pdf,documents/austria/r2e002/9b20fe72950bc80f66e721751d88f5820a2f72d2/document.pdf,documents/austria/r2e002/9b20fe72950bc80f66e721751d88f5820a2f72d2/document.md,030bc6497466f6964c533bb9e4a767a7291a755e7b9cacf035b419ecbd1f474b,ce4d0400b0e911e89c6fdc08379ac1ef,352682,21,docling+structure-repair
Austria,AT,Law,Students Support Act - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/9d46cbd1a4d82263f4d42172bf9ea8f5d9c0ccc5.pdf,9d46cbd1a4d82263f4d42172bf9ea8f5d9c0ccc5.pdf,documents/austria/r2e002/9d46cbd1a4d82263f4d42172bf9ea8f5d9c0ccc5/document.pdf,documents/austria/r2e002/9d46cbd1a4d82263f4d42172bf9ea8f5d9c0ccc5/document.md,2e72ad45df71f737ab287ff39b0efe4d3e3e33ce113111543bb37c1537dae530,4d56295570f76cc0e74fff008291894a,369961,35,docling+structure-repair
Austria,AT,Law,School Periods Act - 1985,1985,https://media.unesco.org/sites/default/files/webform/r2e002/9e85e2418dc1c80726a50712766f6b5d4012485f.pdf,9e85e2418dc1c80726a50712766f6b5d4012485f.pdf,documents/austria/r2e002/9e85e2418dc1c80726a50712766f6b5d4012485f/document.pdf,documents/austria/r2e002/9e85e2418dc1c80726a50712766f6b5d4012485f/document.md,8eca1991417ec3ba90b7e0d5889100a2bc6bd74748e4f46ccce877363ede81f5,6194ca47e2ad8beed68f084e785abeff,68171,9,docling+structure-repair
Austria,AT,Law,Teacher Education Act - 2005,2005,https://media.unesco.org/sites/default/files/webform/r2e002/a47a313446c96e41dc14324b7566919011919a40.pdf,a47a313446c96e41dc14324b7566919011919a40.pdf,documents/austria/r2e002/a47a313446c96e41dc14324b7566919011919a40/document.pdf,documents/austria/r2e002/a47a313446c96e41dc14324b7566919011919a40/document.md,38558de3a2a08948850fe07963821c9bc5e49312e3bc918568c0d6fddb8daf22,9a059258c48ed32d7b086f8eddc924af,593530,41,docling+structure-repair
Austria,AT,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/austria_06-2024_unesco-1960-convention_11th-consultation-at-report-2024-final.pdf,austria_06-2024_unesco-1960-convention_11th-consultation-at-report-2024-final.pdf,documents/austria/r2e002/austria-06-2024-unesco-1960-convention-11th-consultation-at-report-2024-final/document.pdf,documents/austria/r2e002/austria-06-2024-unesco-1960-convention-11th-consultation-at-report-2024-final/document.md,14f7adce3ed36ed0cd7a780463969666947787b4f03d278f6c8915a5d175c4a6,fb3e5eebcbf032e93c215b06faee41c9,741606,41,docling+structure-repair
Austria,AT,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/austria-1960-convention-anti-discrimination-education-questionnaire-austria-final.pdf,austria-1960-convention-anti-discrimination-education-questionnaire-austria-final.pdf,documents/austria/r2e002/austria-1960-convention-anti-discrimination-education-questionnaire-austria-final/document.pdf,documents/austria/r2e002/austria-1960-convention-anti-discrimination-education-questionnaire-austria-final/document.md,10a41c644fd8613fb8f9d25305a3b26d20249f066e514883371cc74cd60a0edf,391f76101e1b9efd06d1414b02e80e17,206275,22,docling+structure-repair
Austria,AT,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/austria_for_publication.pdf,austria_for_publication.pdf,documents/austria/r2e002/austria-for-publication/document.pdf,documents/austria/r2e002/austria-for-publication/document.md,b301d2d1adbaa235ac81d401a59b226022a4cbda8a9ec9607862d8a0194591f8,47d136f849d9856961af7ec3d0aba992,439755,31,docling+structure-repair
Austria,AT,Law,School Traineeship Act - 1990,1990,https://media.unesco.org/sites/default/files/webform/r2e002/bff4a42c4dc46e84fe2ef6b4600cd894808b480d.pdf,bff4a42c4dc46e84fe2ef6b4600cd894808b480d.pdf,documents/austria/r2e002/bff4a42c4dc46e84fe2ef6b4600cd894808b480d/document.pdf,documents/austria/r2e002/bff4a42c4dc46e84fe2ef6b4600cd894808b480d/document.md,78bce8bc3f4efbe08685f947ccd53e54ff8e2b323c11ba752e48c8d243bda882,b9c08ec418c1ab6543fb9ee2d647d253,293109,14,docling+structure-repair
Austria,AT,Law,Act on Quality Assurance in Higher Education - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/c2431cea2a6f6eb1c16d50eb9e24a6b8911e6cc7.pdf,c2431cea2a6f6eb1c16d50eb9e24a6b8911e6cc7.pdf,documents/austria/r2e002/c2431cea2a6f6eb1c16d50eb9e24a6b8911e6cc7/document.pdf,documents/austria/r2e002/c2431cea2a6f6eb1c16d50eb9e24a6b8911e6cc7/document.md,3125a247f9eac7572ebb3ed9235ee799933543cd544b2df24bc0c1d4609d8bfa,40edeb049933e74c6398029f60cae2d0,73476,25,docling+structure-repair
Austria,AT,Law,Pupils' Representation Act - 2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/c6ccbdf58adbd59654ddd5cab4853f16cc960ba5.pdf,c6ccbdf58adbd59654ddd5cab4853f16cc960ba5.pdf,documents/austria/r2e002/c6ccbdf58adbd59654ddd5cab4853f16cc960ba5/document.pdf,documents/austria/r2e002/c6ccbdf58adbd59654ddd5cab4853f16cc960ba5/document.md,8421e90252708e133e62d458a20c24859115701759490a279600252fed4acc35,f26f940a4a22af88bd22f6ed2d6ebd17,63934,9,docling+structure-repair
Austria,AT,Law,School Organisation Act - 1963,1963,https://media.unesco.org/sites/default/files/webform/r2e002/d973e9153102c72a68829a972c8286920605fc16.pdf,d973e9153102c72a68829a972c8286920605fc16.pdf,documents/austria/r2e002/d973e9153102c72a68829a972c8286920605fc16/document.pdf,documents/austria/r2e002/d973e9153102c72a68829a972c8286920605fc16/document.md,20d7469dfe0cc7c8764f64e5623b13088179e1748a20ff5b4bc6f5bb86681b41,dbd87350300f022774eadf58d9f0b201,557518,55,docling+structure-repair
Austria,AT,Law,Act on Federal Schools for Agriculture and Forestry - 1966,1966,https://media.unesco.org/sites/default/files/webform/r2e002/e41df899bd28e47cd2ab99f4b548f14844abbd99.pdf,e41df899bd28e47cd2ab99f4b548f14844abbd99.pdf,documents/austria/r2e002/e41df899bd28e47cd2ab99f4b548f14844abbd99/document.pdf,documents/austria/r2e002/e41df899bd28e47cd2ab99f4b548f14844abbd99/document.md,859953594c4f185d2c1d275297c6a847b03593192f12e1df889015ff7f798ad1,7f2febda2f06af65e22763c726e5a2cb,199099,12,docling+structure-repair
Austria,AT,Programme/plan,Education Framework Plan - 2009,2009,https://media.unesco.org/sites/default/files/webform/r2e002/e726220275eefcbfbce4398a4052745909bb5d89.pdf,e726220275eefcbfbce4398a4052745909bb5d89.pdf,documents/austria/r2e002/e726220275eefcbfbce4398a4052745909bb5d89/document.pdf,documents/austria/r2e002/e726220275eefcbfbce4398a4052745909bb5d89/document.md,5e497b45117fb8f6db685614651e1ebeac325fa5763dbe1d29805529e644f19b,5acc6436490a18a891a1c908f122efb2,978865,60,docling+structure-repair
Austria,AT,Law,Act on School Education for Ethnic Minorities in Burgenland - 1994,1994,https://media.unesco.org/sites/default/files/webform/r2e002/fbacff481d18ef5e334cc950bf08e06a48a7ce8c.pdf,fbacff481d18ef5e334cc950bf08e06a48a7ce8c.pdf,documents/austria/r2e002/fbacff481d18ef5e334cc950bf08e06a48a7ce8c/document.pdf,documents/austria/r2e002/fbacff481d18ef5e334cc950bf08e06a48a7ce8c/document.md,5e7fca51cc0fb8f191fa8d729cd011135ed235cd9da613d6e0060b46ebc3685d,f8c0edabec1de13a30659a87202e454c,154740,7,docling+structure-repair
Azerbaijan,AZ,Law,Migration Code of the Republic of,nan,https://media.unesco.org/sites/default/files/webform/r2e002/78e8125a20ac5c5f1e66760d7e328a398b3ed5b5.pdf,78e8125a20ac5c5f1e66760d7e328a398b3ed5b5.pdf,documents/azerbaijan/r2e002/78e8125a20ac5c5f1e66760d7e328a398b3ed5b5/document.pdf,documents/azerbaijan/r2e002/78e8125a20ac5c5f1e66760d7e328a398b3ed5b5/document.md,0f30d7f6b6b8b2d9f6258aeb05211468df82819ee94cb320a4f85457cf6e5a92,eb47b693184b596936de9861510de452,308603,40,docling+structure-repair
Azerbaijan,AZ,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/azerbaijan-10th-consultation-guidelines-ministry-of-education_.pdf,azerbaijan-10th-consultation-guidelines-ministry-of-education_.pdf,documents/azerbaijan/r2e002/azerbaijan-10th-consultation-guidelines-ministry-of-education/document.pdf,documents/azerbaijan/r2e002/azerbaijan-10th-consultation-guidelines-ministry-of-education/document.md,fe4f21c43170fb8bd73f34aa3f14cd498f679270a932fbceb6ecfbf4fba2bad7,a715ba08e36dda0339ddb6393eb6d407,202319,20,docling+structure-repair
Azerbaijan,AZ,Law,Law education Azerbaidjan 2009 as of 2020,2020,https://media.unesco.org/sites/default/files/webform/r2e002/e70afddc11f645dd41781f7a0f6684e898b05d0a.pdf,e70afddc11f645dd41781f7a0f6684e898b05d0a.pdf,documents/azerbaijan/r2e002/e70afddc11f645dd41781f7a0f6684e898b05d0a/document.pdf,documents/azerbaijan/r2e002/e70afddc11f645dd41781f7a0f6684e898b05d0a/document.md,486ec9994be7f925911f0a1a7ae72b0ffd11dc5709fe1056f7322d75e7800367,7188191220d84049d54d87633088fa2d,728288,35,docling+structure-repair
Bahamas,BS,Constitution,The Bahamas Independence Order - 1973,1973,https://media.unesco.org/sites/default/files/webform/r2e002/4f1096460dd68f5ce4bde8ee1298f58a39a2c4c1.pdf,4f1096460dd68f5ce4bde8ee1298f58a39a2c4c1.pdf,documents/bahamas/r2e002/4f1096460dd68f5ce4bde8ee1298f58a39a2c4c1/document.pdf,documents/bahamas/r2e002/4f1096460dd68f5ce4bde8ee1298f58a39a2c4c1/document.md,d6afa29884f1f4450422065354c3cabe750661c1a38ee7541162a252028cc98d,745ac8ee9d8c42fa366e0f00e59c2656,125430,9,docling+structure-repair
Bahamas,BS,Law,Education Act - 1996,1996,https://media.unesco.org/sites/default/files/webform/r2e002/bab686ec3b9344f9e8d5053afb2d3b373d809bfb.pdf,bab686ec3b9344f9e8d5053afb2d3b373d809bfb.pdf,documents/bahamas/r2e002/bab686ec3b9344f9e8d5053afb2d3b373d809bfb/document.pdf,documents/bahamas/r2e002/bab686ec3b9344f9e8d5053afb2d3b373d809bfb/document.md,6838533e0cadaeaee0fe6d93dfbed358008e9d1301ea27e9b76dd0c7b997a643,25a14722c4ae681cabd9a02fbd269718,240905,47,docling+structure-repair
Bahamas,BS,Law,Persons with Disabilities (Equal Opportunities) Act - 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/f8e766bf8bf2e9e33952abe9a2fa1507515bf745.pdf,f8e766bf8bf2e9e33952abe9a2fa1507515bf745.pdf,documents/bahamas/r2e002/f8e766bf8bf2e9e33952abe9a2fa1507515bf745/document.pdf,documents/bahamas/r2e002/f8e766bf8bf2e9e33952abe9a2fa1507515bf745/document.md,5bf173fc48294717c8811c1bd1f1dca249798a2a20feeddf30dc0dde0022d527,d6e22fcd86338451e37bd0a5cf0605c3,303979,50,docling+structure-repair
Bahrain,BH,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/bahrain_cade-guidelines-11th-consultation-bahrain.pdf,bahrain_cade-guidelines-11th-consultation-bahrain.pdf,documents/bahrain/r2e002/bahrain-cade-guidelines-11th-consultation-bahrain/document.pdf,documents/bahrain/r2e002/bahrain-cade-guidelines-11th-consultation-bahrain/document.md,905f2ff1bd7ecf41a1442323370b7c54829c8036a3be26aa9260c3034a4418ab,c2c385b3b70208f82411f77cf53acdd3,970803,50,docling+structure-repair
Bahrain,BH,Constitution,Constitution of Bahrain - 2002,2002,https://media.unesco.org/sites/default/files/webform/r2e002/f1ad2bf21810d11d94cab98321602b496db65627.pdf,f1ad2bf21810d11d94cab98321602b496db65627.pdf,documents/bahrain/r2e002/f1ad2bf21810d11d94cab98321602b496db65627/document.pdf,documents/bahrain/r2e002/f1ad2bf21810d11d94cab98321602b496db65627/document.md,946718ecabf54962e5257487f93a4987d03eb2a62c65503b75f9b7d6075ecaaf,cb13a98a2fb84132066c80788ff922f6,630191,50,docling+structure-repair
Bangladesh,BD,Law,Act to establish a National University - 1992,1992,https://media.unesco.org/sites/default/files/webform/r2e002/9c6c7009f6b726da1038272147c6f9f3eca085e2.pdf,9c6c7009f6b726da1038272147c6f9f3eca085e2.pdf,documents/bangladesh/r2e002/9c6c7009f6b726da1038272147c6f9f3eca085e2/document.pdf,documents/bangladesh/r2e002/9c6c7009f6b726da1038272147c6f9f3eca085e2/document.md,179bd98489f72e7c7b104c37359a21fe314aa54583e6f9cc251d7cdc32121f51,4bf4f457f97480d05a63e4f595e9a1d8,110293,22,docling+structure-repair
Barbados,BB,Law,Barbados Education Act - 1983,1983,https://media.unesco.org/sites/default/files/webform/r2e002/2b3919b0fe9be502ac8b09879e547991e8197828.pdf,2b3919b0fe9be502ac8b09879e547991e8197828.pdf,documents/barbados/r2e002/2b3919b0fe9be502ac8b09879e547991e8197828/document.pdf,documents/barbados/r2e002/2b3919b0fe9be502ac8b09879e547991e8197828/document.md,9dc749ecea51109d41e9d74ebe659cd0cab67d507af913b3331de376e664cc3a,8480ae12427bf4ed204e2bdd59a7d69a,7220013,51,docling+structure-repair
Belgium,BE,Law,Loi relative à la structure générale de l'enseignement supérieur - 1970,1970,https://media.unesco.org/sites/default/files/webform/r2e002/6b88a33447ff7346d51d114eb1a5d489220250fd.pdf,6b88a33447ff7346d51d114eb1a5d489220250fd.pdf,documents/belgium/r2e002/6b88a33447ff7346d51d114eb1a5d489220250fd/document.pdf,documents/belgium/r2e002/6b88a33447ff7346d51d114eb1a5d489220250fd/document.md,83e5f873b4077aa464b0c2c3fd4575efcc8a84d5b6e9bffd48997a36e594138b,feba99a3b2bf961c1c8a9246890e33d9,113313,12,docling+structure-repair
Belgium,BE,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation (Flemish Community),1960,https://media.unesco.org/sites/default/files/webform/r2e002/belgium-10th-consultation.pdf,belgium-10th-consultation.pdf,documents/belgium/r2e002/belgium-10th-consultation/document.pdf,documents/belgium/r2e002/belgium-10th-consultation/document.md,9a2c160fe228c39e82ca67ab783deb6c82d32b8c9715637fd714d5de49ce9b23,557f95e733374237e10b054eca8fc4b0,339856,58,docling+structure-repair
Belgium,BE,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation (Flemish Community),1974,https://media.unesco.org/sites/default/files/webform/r2e002/belgium-flemish-community_for_publication.pdf,belgium-flemish-community_for_publication.pdf,documents/belgium/r2e002/belgium-flemish-community-for-publication/document.pdf,documents/belgium/r2e002/belgium-flemish-community-for-publication/document.md,78c9b0db5b0c0a74117a0badc0c068bfee94311a0eaa0954175c6783354b8afc,a78079652167d4919fcaffd6d36d0cc0,438945,22,docling+structure-repair
Belgium,BE,Constitution,Constitution de la Belgique - 1994,1994,https://media.unesco.org/sites/default/files/webform/r2e002/eb432982ad32273bb2c49d80c96dbcf815501e91.pdf,eb432982ad32273bb2c49d80c96dbcf815501e91.pdf,documents/belgium/r2e002/eb432982ad32273bb2c49d80c96dbcf815501e91/document.pdf,documents/belgium/r2e002/eb432982ad32273bb2c49d80c96dbcf815501e91/document.md,c1eaae125e658525579d45de8f1f1e8e5633c0e7133f00977bac4c76696fd438,c52ab2a74c030733b1724bebe62d217a,211528,45,docling+structure-repair
Benin,BJ,Constitution,Constitution du Bénin,nan,https://media.unesco.org/sites/default/files/webform/r2e002/cd9ad07158c52d423f4fb125ea5a53999323b886.pdf,cd9ad07158c52d423f4fb125ea5a53999323b886.pdf,documents/benin/r2e002/cd9ad07158c52d423f4fb125ea5a53999323b886/document.pdf,documents/benin/r2e002/cd9ad07158c52d423f4fb125ea5a53999323b886/document.md,1309bb30b92c5aa2f9e5c6731661e1bb6069b4e548adb86a5a5828115d5af550,8beca71d7cadcedbe14b0ae7d25131ee,87983,37,docling+structure-repair
Bhutan,BT,Law,The Child Care and Education Act of Bhutan 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/1587bc7e69271a287aa46f00b77e671a3a3051aa.pdf,1587bc7e69271a287aa46f00b77e671a3a3051aa.pdf,documents/bhutan/r2e002/1587bc7e69271a287aa46f00b77e671a3a3051aa/document.pdf,documents/bhutan/r2e002/1587bc7e69271a287aa46f00b77e671a3a3051aa/document.md,2fa19466a1ad7eb5acdabaa272446ee62d1fa0b9525236e02b396bf7962cb326,b8920cb64824b5e74fb4fe94bccda97f,6673028,142,docling+content-repair
